,company/brand,stage,amount,headquarter,what_it_does,year_collected,investor,sector,founded,founders
668,TagMango,Seed,700000.0,Mumbai,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.",2020,"XRM Media, Kevin Lin",Business Services,2019.0,"Divyanshu Damani, Mohammad Hasan"
669,The New Shop,Seed,500000.0,New Delhi,The New Shop is a chain of high speed retail stores,2020,Huddle Accelerator,Retail,2019.0,"Charak Almast, Aastha Almast, Mani Dev Gyawali"
670,MobiKwik,,7000000.0,Gurgaon,"MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.",2020,"Hindustan Media Venture, Nicolas Jarrosson",Financial Services,2009.0,"Bipin Singh, Upasana Taku"
671,DebugsBunny,,100000.0,Pune,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,2020,India Angel Fund,Education,2020.0,Sumit Sanjay Singare
672,BHIVE Investech,Seed,1000000.0,Bangalore,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,2020,Blume Ventures,Business Services,2014.0,"Monnappa Bayavanda, Prashant Reddy, Ravindra M.K, Ravindra M.K., Shesh Paplikar, Shesh Paplikar, Sridhar Venkataraman"
673,Rivigo,,19000000.0,Gurgaon,Rivigo is a technology-enabled logistics platform provider that offers transport services.,2020,"Elevation Capital, Trifecta Capital Advisors",Transportation & Logistics,2014.0,"Deepak Garg, Gazal Kalra"
674,ZipLoan,,3000000.0,New Delhi,ZipLoan is a online lending platform,2020,"Stride Ventures, Matrix Partners India",Financial Services,2015.0,"KSHITIJ Puri, Shalabh Singhal"
675,Swipez,,2743000.0,Pune,Swipez is a payment collection platform.,2020,"9Unicorns, Anicut",Financial Services,2014.0,Vivek Iyer
676,Humus,,2743000.0,Bangalore,Farmgate to Retail outlet Agri-Fresh produce supply chain,2020,"Venture Catalysts, 9Unicorns, We Founders Circle.",Agriculture,2019.0,"Manjunatha T N, Shilpa Gopalaiah"
677,Artivatic.ai,,2743000.0,Bangalore,"Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting & claims.",2020,"SenseAI Ventures, Saurabh Chugh",IT & Technology,2017.0,Layak Singh
678,Prescinto,Seed,150000.0,Ahmedabad,Prescinto provides solutions for solar monitoring and analytics solutions.,2020,"Startup incubator, Accelerator Venture Catalysts",Energy,2016.0,"Puneet Singh Jaggi, Sanjay Bhasin, Ram Menon"
679,Toppeq,Seed,150000.0,Mumbai,SaaS-based equity management platform,2020,Undisclosed,IT & Technology,2019.0,Nandini Sankar
680,Bolo Indya,,400000.0,Gurgaon,"Bolo Indya is a short video & commerce platform. It allows users to create, watch and share videos & discover and avail services.",2020,"India Accelerator, Sunil Kamath",Media & Entertainment,2019.0,"Tanmai Paul, Varun Saxena"
681,Bombay Play,Seed,1000000.0,Bangalore,Bombay Play is a Card and Toy Company Making games for India.,2020,"Ramakant Sharma, Leo Capital India",Media & Entertainment,2017.0,"Abhas Saroha, Oliver Jones, Oliver Jones"
682,FreshToHome,,2743000.0,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,Investment Corporation of Dubai (ICD),Retail,2015.0,Shan Kadavil
683,KIKO TV,Seed,150000.0,Mumbai,KIKO TV is an AI-based short live video e-commerce platform.,2020,"9Point8 Capital, Sunil Kumar Singhvi",Media & Entertainment,2020.0,"Shivam Varshney, Alok Chawla"
684,Atomberg Technologies,Series B,9000000.0,Mumbai,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances",2020,"Sandeep Tandon, Survam Partners",Consumer Goods,2012.0,"Manoj Meena, Sibabrata Das"
685,DealShare,Series C,21000000.0,Jaipur,DealShare is a Social Commerce Startup,2020,"Falcon Edge Capital, Omidyar Network",Retail,2018.0,"Sankar Bora, Sourjyendu Medda, Vineet Rao"
686,Smallcase,,2743000.0,Bangalore,Changing how India invests in equities,2020,"WEH Ventures, BEENEXT",Financial Services,2015.0,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath"
687,CueMath,Series C,40000000.0,Bangalore,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,2020,"Sequoia Capital India, CapitalG",Education,2011.0,Manan Khurma
688,Gamerji,Seed,150000.0,Ahmedabad,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.",2020,La Gajjar Group.,Media & Entertainment,2018.0,"Soham Thacker, Valay Patel, Varun Gajjar"
689,5C Network,Pre-series A,1200000.0,Bangalore,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",2020,"Axilor Ventures, Unitus Ventures",Healthcare & Life Sciences,2014.0,Kalyan Sivasailam
690,Ethereum Push Notification Service,Seed,750000.0,Mumbai,EPNS is a decentralized notification protocol,2020,Prolific angel investors,IT & Technology,2020.0,"Harsh Rajat, Richa Joshi"
691,Mihup,Series A,1500000.0,Kolkata,Intelligence-based personal mobile assistant app,2020,"Ideaspring Capital, Accel",IT & Technology,2016.0,"Biplab Chakraborty, Sandipan Chattopadhyay, Sandipan Mandal, Tapan Barman"
692,RuralBasket,,500000.0,"Tirunelveli, Tamilnadu",Naturally grown and healthy products directly from farmers.,2020,Nativelead Foundation,Retail,2019.0,Palani Rajan
693,WayCool Foods,Debt,7800000.0,Chennai,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.",2020,"FMO, IndusInd Bank",Agriculture,2015.0,"Karthik Jayaraman, Sanjay Dasari"
694,Infra.Market,Series B,20000000.0,Thane,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,2020,"Trifecta Capital Advisors, Nexus Venture Partners",Real Estate,2016.0,"Aaditya Sharda, Souvik Sengupta"
695,Info Edge Venture,,50000000.0,Noida,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",2020,Lightbox,Financial Services,1995.0,Sanjeev Bikhchandani
696,Clovia,Pre-series C,4000000.0,Noida,Clovia is the online lingerie retailer,2020,"Golden Birch Investments, She Capital",Retail,2013.0,"Neha Kant, Pankaj Vermani"
697,Codingal,Seed,560000.0,Bangalore,Coding education platform for K-12 students,2020,"Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",Education,2020.0,"Satyam Baranwal, Vivek Prakash"
698,CRED,Series C,80000000.0,Bangalore,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,2020,"General Catalyst, Ribbit Capital",Financial Services,2018.0,Kunal Shah
699,Vistaar Finance,,30000000.0,Bangalore,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,2020,FMO,Financial Services,2010.0,"Brahmanad, Ramakrishna Nishtala"
700,Let's Dive,,1700000.0,Bangalore,A platform for remote employee engagement and building team culture,2020,Surge,IT & Technology,2020.0,"Nitesh Agrawal, Om Prakash"
701,Habitat,Seed,600000.0,Undisclosed,"Habitat, a social learning edtech platform for civil service aspirants",2020,"Unitus Ventures, Whiteboard Capital",Education,2016.0,"Rohit Pande, Shikhar Sachan"
702,SAWO Labs,Seed,600000.0,Mumbai,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,2020,"StartupXseed Ventures, 100X.VC",IT & Technology,2020.0,Prabhat Sahu
703,Signzy,,3000000.0,Bangalore,Signzy are creating 'building blocks for a Digital Trust system.,2020,"Stellaris Venture Partners, Mastercard",IT & Technology,2015.0,"Ankit Ratan, Ankur Pandey, Arpit Ratan"
704,KopyKitab,,2743000.0,Bangalore,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.",2020,"Paula Mariwala, Siddharth Anand",Education,2013.0,"Amit Shrivastava, Sumeet Verma"
705,Kyt,,2500000.0,Singapore,Holistic education for every child | Individual and small group live classes for ages 5 - 15 years,2020,Sequoia Capital India’s Surge,Education,2020.0,"Bhavik Rathod, Tripti Ahuja"
706,Raskik,Pre-series A,1000000.0,Undisclosed,All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.,2020,"Venture Catalysts, 9Unicorns",Consumer Goods,2019.0,"Vikas Chawla, Abhay Parnerkar, Satyajit Ram"
707,GetWork,Pre-seed,40000.0,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2020,India Accelerator,Business Services,2019.0,Rahul Veerwal
708,Mobile Premier League (MPL),Series B,500000.0,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2020,"Pegasus Tech Ventures, Base Partners",Media & Entertainment,2018.0,"Sai Srinivas Kiran G, Shubham Malhotra"
709,Pravasirojgar,,33000000.0,Undisclosed,Initiative for blue-collar job workers,2020,GoodWorker.,Business Services,2020.0,Sonu Sood
710,Omatra Hotels,Seed,150000.0,Kolkata,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,2020,Capify,Travel & Tourism,2017.0,"NAVEED AHAMED, SYED SAQQA ABBAS"
711,Awign,Pre-series B,5000000.0,Bangalore,Operations and manpower outsourcing startup,2020,"Unitus Ventures, Work10M",Business Services,2016.0,"Annanya Sarthak, Gurpreet Singh, Praveen Sah"
712,NewsReach,Seed,1500000.0,Gujarat,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,2020,"Mumbai Angels, JITO Angel Network.",Media & Entertainment,2018.0,"Darshan Shah, Soniya Kundnani"
713,Cashfree,Series B,35000000.0,Bangalore,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,2020,"George Osborne, Smilegate Investment",Financial Services,2015.0,"Akash Sinha, Reeju Datta"
714,Credgenics,Pre-series A,3000000.0,New Delhi,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,"Accel India, Breadlake Ventures",Financial Services,2018.0,"Anand Agrawal, Mayank Khera, Rishabh Goel"
715,GeoIQ,Seed,300000.0,Bangalore,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",2020,"Ankur Mittal, Mitesh Shah",IT & Technology,2018.0,"Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur"
716,Country Delight,Series C,25000000.0,Haryana,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,2020,"IIFL Asset Management, Matrix Partners",Agriculture,2015.0,"Chakradhar Gade, Nitin Kaushal"
717,Quintype,Series A,3500000.0,Bangalore,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",2020,IIFL AMC,Business Services,2014.0,Chirdeep Shetty
718,CARS24,Series E,200000000.0,Haryana,CARS24 is an India-based platform for selling used cars.,2020,"Global Car Group, Freemark holdings",Retail,2015.0,"Mehul Agrawal, Ruchit Agarwal, Vikram Chopra"
719,Astrogate Labs,,2743000.0,Bangalore,Astrogate Labs provides high-quality products related to space infrastructure.,2020,"Venture Catalysts, Speciale Invest",IT & Technology,2017.0,
720,Power Gummies,Bridge,2743000.0,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,2020,Venture Catalysts,Healthcare & Life Sciences,2018.0,Divij Bajaj
721,Cityflo,Series A,7000000.0,Mumbai,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,2020,"Anupam Mittal, India Quotient",Transportation & Logistics,2015.0,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu"
722,AlgoBulls,,200000.0,Mumbai,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,2020,Venture Catalysts,Financial Services,2019.0,"Pushpak Dagade, Jimmit Patel and Suraj Bathija"
723,Credgenics,Pre-series A,3000000.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,"Accel India, Breadlake Ventures",Financial Services,2018.0,"Anand Agrawal, Mayank Khera, Rishabh Goel"
724,Inntot,,2743000.0,Kerala,"Inntot Technologies, is a technology driven company.",2020,Unicorn India Ventures,IT & Technology,2014.0,Rajith Nair
725,Ensuredit,Pre-series A,300000.0,Gurugram,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,2020,Venture Catalysts,Financial Services,2019.0,"Amit, Rohit Sadhu, and Vikas Ranga"
726,Shipsy,Series A,6000000.0,Gurugram,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,2020,"DTDC, Udaan Angel Partners",IT & Technology,2015.0,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi"
727,ERPNext,,1000000.0,Mumbai,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",2020,Rainmatter,IT & Technology,2008.0,Rushabh Mehta
728,LightSpeedAI,,2743000.0,Bangalore,Developer of an optoelectronic processor designed to accelerate AI computations.,2020,"YourNest, growX ventures",IT & Technology,2019.0,"Rohin Y, PV Ramana"
729,Grip Invest,Pre-series A,2743000.0,Gurugram,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,2020,Gemba Capital,Financial Services,2020.0,"Nikhil Aggarwal, Vivek Gulati"
730,Unacademy,,2743000.0,Bangalore,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,2020,"Dragoneer Investment Group, Tiger Global Management",Education,2015.0,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta"
731,Yellow Classes,Pre-series A,1300000.0,Gurugram,New-age fun-learning platform for kids.,2020,India Quotient,Education,2020.0,"Arpit Mittal, Anshul Gupta"
732,Plum,,4100000.0,Bangalore,High quality health insurance and health benefits,2020,"Surge, Tanglin Venture Partners",Healthcare & Life Sciences,2019.0,"Abhishek Poddar, Saurabh Arora"
733,STAGE,,1000000.0,Indore,STAGE is an Indian language content platform for artist-led entertainment.,2020,Venture Catalysts,Media & Entertainment,2019.0,"Shashank Vaishnav, Vinay Singhal, Parveen Singhal"
734,Nykaa,,2743000.0,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,2020,"Alia Bhatt, Katrina Kaif",Consumer Goods,2012.0,Falguni Nayar
735,Kaagaz Scanner,,575000.0,Undisclosed,Kaagaz Scanner is the Indian replacement to banned Cam Scanner App.,2020,Pravega Ventures,IT & Technology,2020.0,"Snehanshu Gandhi, Gaurav Shrishrimal"
736,NIRA,,1000000.0,Bangalore,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",2020,"Techstars Bangalore Accelerator, Techstars",Financial Services,2017.0,"Rohit Sen, Nupur Gupta"
737,Prolixr,Seed,150000.0,Gurugram,A premium skincare brand committed towards building innovative skin care wellness.,2020,"Alfa Ventures, Divij Bajaj",Consumer Goods,2018.0,"Aditya Sharma, Jayesh Hans"
738,Byju's,,200000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2020,"Owl Ventures, Tiger Global Management",Education,2011.0,"Byju Raveendran, Divya Gokulnath"
739,DaMENSCH,,6000000.0,Bangalore,DaMENSCH is a designer and seller of men's apparel.,2020,"Whiteboard Capital, Matrix Partners India",Retail,2018.0,"Anurag Saboo, Gaurav Pushkar"
740,Country Delight,Series C,25000000.0,Haryana,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,2020,"Orios Venture Partners, Matrix Partners India",Consumer Goods,2015.0,"Chakradhar Gade, Nitin Kaushal"
741,SignalX,Seed,800000.0,Hyderabad,SignalX offers an artificial intelligence-powered SaaS platform,2020,"9Unicorns, 3Lines VC, Hyderabad Angels",IT & Technology,2018.0,"Govind Balachandran, Zakir Wahab, Piyush Arora"
